date,person,miles
2023-06-07,Jennifer Garcia,3.6
2024-01-31,Ashley Miller,1.1
2023-03-30,Christopher Lee,7.3
2023-07-22,Kevin Taylor,15.6
2024-06-10,Maria Jackson,2.5
2023-01-03,William Taylor,12.0
2024-10-14,Mike King,1.5
2023-03-04,Mike Wright,3.1
2023-04-11,Elizabeth Nguyen,1.6
2024-10-12,Richard Smith,4.4
2024-02-04,Michael King,8.1
2023-12-11,Michelle Gonzalez,4.3
2024-11-13,Mike Wright,4.3
2023-11-27,Lisa Martinez,3.0
2023-02-16,Joseph Hernandez,2.3
2024-01-31,Michelle Gonzalez,6.2
2024-05-22,Karen Sanchez,9.0
2024-07-26,Kimberly Miller,2.4
2023-04-12,Kevin Wilson,9.3
2024-01-31,Lisa Jones,14.1
2024-10-29,Linda Jones,9.3
2023-06-15,William Lewis,6.2
2024-06-20,Joshua Harris,19.8
2023-05-08,Mike King,1.1
2024-04-20,Lisa Wilson,7.7
2023-11-08,Michael Robinson,9.8
2023-12-25,William Taylor,10.8
2024-12-30,Mark Moore,1.0
2023-08-13,Ashley Garcia,9.4
2024-07-13,Elizabeth Wright,7.5
2024-12-16,Chris Hernandez,2.5
2023-04-23,Kevin Wilson,6.7
2023-02-04,Matthew Wright,5.8
2024-09-01,Lisa Walker,15.1
2024-10-26,Matthew Robinson,9.8
2024-02-09,Christopher Wilson,7.8
2024-06-12,David Smith,4.6
2024-04-15,Laura Brown,3.9
2023-09-15,Robert Young,4.6
2024-08-30,Paul Smith,10.2
2024-09-08,Maria Walker,4.8
2024-10-29,Sarah Wright,6.1
2023-11-21,William Wilson,2.3
2023-04-24,David Robinson,17.1
2023-07-11,Stephanie Garcia,2.1
2024-11-15,Christopher Jones,4.7
2024-04-14,Robert Ramirez,3.3
2024-11-09,William Taylor,9.4
2024-06-28,William Wilson,2.7
2023-01-17,Mark Walker,17.2
2023-11-29,Matthew Rodriguez,0.8
2023-07-24,Elizabeth Martin,2.9
2024-10-09,Linda Lopez,3.4
2023-10-14,Christopher Hill,12.5
2023-02-15,Karen Smith,3.7
2023-03-21,Charles Clark,5.9
2023-11-26,Mark Martinez,5.0
2024-09-18,Stephanie Garcia,1.6
2023-02-05,Mark Rodriguez,1.0
2023-02-28,Jessica Wright,17.4
2024-11-06,David Smith,3.3
2024-10-06,Elizabeth Taylor,2.0
2024-04-11,Ashley Garcia,5.1
2023-03-02,Betty Smith,2.2
2024-01-21,David Hill,12.6
2023-03-27,Michelle Ramirez,3.5
2024-03-04,Betty Martin,2.5
2023-05-25,Betty Smith,1.1
2024-01-22,Elizabeth Sanchez,11.0
2023-08-25,William Wright,2.8
2024-09-17,Emily Martinez,7.2
2024-10-28,Chris Flores,15.9
2023-07-30,Mark Martinez,3.0
2024-12-13,Michael King,6.6
2023-11-04,Laura Johnson,1.3
2024-12-26,Jessica Thomas,7.2
2023-11-30,Nancy Jackson,1.9
2023-06-15,Lisa Clark,4.5
2023-10-17,Jessica Taylor,1.8
2024-10-26,Emily Perez,11.8
2024-10-13,Chris White,11.3
2024-10-21,James Hill,0.9
2023-11-21,Sarah King,1.7
2023-06-25,Laura Sanchez,3.1
2023-09-15,Thomas Robinson,10.0
2023-04-21,William Wilson,3.7
2023-03-23,Michael King,11.1
2023-09-11,Stephanie Garcia,2.1
2023-03-12,Jennifer Robinson,2.9
2024-09-05,Laura Thomas,0.6
2023-02-10,William Sanchez,7.8
2024-07-18,Maria Walker,4.5
2024-10-12,Laura Clark,16.3
2023-07-09,Mark Rodriguez,0.7
2024-04-10,Michael Martinez,10.8
2024-02-10,Michael Robinson,16.7
2023-06-05,Thomas Scott,2.5
2024-10-23,Lisa Walker,16.8
2024-04-18,Chris Flores,11.7
2024-02-05,Karen Williams,5.4
2024-12-01,Michael Robinson,11.2
2024-08-20,Sarah Harris,4.1
2024-07-04,Maria Williams,5.7
2024-02-24,Robert Johnson,0.8
2023-03-17,Mike Sanchez,1.6
2024-12-12,Elizabeth Thompson,2.0
2024-11-04,Emily Martinez,5.8
2023-09-28,Maria Walker,3.1
2023-10-21,Amanda Robinson,3.1
2024-07-07,Lisa Clark,3.0
2024-04-12,Mark Moore,2.7
2024-05-02,Matthew Rodriguez,1.7
2023-12-19,William Wilson,2.6
2024-04-08,John Brown,9.4
2023-06-27,Joshua Taylor,8.2
2023-01-04,Mike Young,12.5
2024-03-19,Mark Anderson,4.0
2023-04-14,Karen Sanchez,10.1
2023-02-21,Mark Anderson,4.6
2024-09-06,Mike Williams,7.0
2024-12-31,Stephanie Garcia,3.3
2023-03-13,Matthew Robinson,7.1
2024-09-11,Mike Young,18.3
2024-11-24,Maria Sanchez,8.7
2024-09-25,Sarah Harris,7.1
2023-08-17,Jennifer Garcia,2.0
2023-06-28,Brian Hill,10.9
2023-09-19,Donna Young,11.5
2023-02-17,Michelle Gonzalez,3.4
2024-11-08,Amanda Hill,0.9
2024-01-27,Lisa Jones,13.0
2023-08-02,Betty Rodriguez,19.5
2023-01-26,Jane Lewis,4.3
2023-04-06,Joseph Lopez,12.5
2023-09-12,William Lopez,9.3
2023-11-11,William Wilson,4.5
2023-06-03,Nancy Harris,1.7
2023-02-18,William Smith,1.3
2023-06-16,Paul Lopez,7.1
2024-11-28,Chris Ramirez,2.7
2024-07-23,Ashley Miller,2.5
2023-11-01,Christopher Perez,7.6
2023-06-04,Kevin Wilson,8.3
2023-08-20,William Sanchez,11.3
2024-01-17,Laura Clark,8.8
2024-04-11,Jennifer Garcia,4.3
2023-12-30,Michael Jones,5.8
2024-04-20,Laura Young,1.4
2023-05-27,Stephanie Hill,16.6
2023-04-16,Thomas Hill,4.6
2023-10-21,James Lopez,14.5
2023-07-17,James Nguyen,13.5
2024-08-15,William Lewis,5.9
2023-10-09,Michael Thomas,11.6
2024-04-15,Richard Brown,10.8
2023-06-12,Michael King,9.4
2024-04-16,Thomas Wilson,2.6
2023-12-31,William Torres,3.2
2024-06-19,Karen Williams,3.5
2023-04-16,Lisa Walker,12.1
2024-01-17,David Thomas,8.3
2024-05-11,William Wilson,3.6
2023-08-02,Elizabeth Sanchez,17.9
2024-07-30,Joshua Taylor,6.3
2023-05-19,Michael Martinez,9.8
2023-11-01,Laura Thomas,1.8
2024-05-29,Mark Scott,2.0
2024-03-15,Jane Young,3.5
2024-02-27,Brian Gonzalez,11.0
2024-08-12,Mike Sanchez,2.5
2023-12-23,Ashley Garcia,6.7
2024-11-17,Stephanie Scott,5.4
2023-06-14,Laura Thomas,2.7
2023-10-18,Richard Smith,1.6
2023-12-14,Paul Lopez,6.2
2024-07-05,Thomas Hill,5.6
2024-11-14,Laura Brown,3.3
2024-03-03,Laura Lewis,4.5
2023-11-05,Christopher Wilson,8.5
2023-06-18,Mark Rodriguez,0.9
2023-02-07,Mark Lewis,14.1
2024-09-03,Michelle Gonzalez,4.7
2024-03-29,Emily Martinez,6.1
2024-02-11,Michelle Hernandez,5.4
2024-05-31,Mike Young,17.3
2023-10-03,Betty Rodriguez,10.8
2023-08-04,Robert Johnson,1.9
2024-09-29,Daniel Young,14.4
2023-04-18,Thomas Scott,0.6
2024-01-13,Karen Moore,1.7
2023-06-16,Donna Flores,1.2
2024-11-13,Daniel Young,15.6
2023-02-17,Michelle Gonzalez,7.8
2024-07-09,Linda Lopez,3.8
2023-05-26,Christopher Jones,3.2
2023-10-23,Karen Sanchez,14.6
2024-01-16,Nancy Harris,1.3
2023-06-09,Emily Martinez,7.9
2024-07-10,Christopher Johnson,0.9
2024-01-17,Joshua Nguyen,16.1
2024-04-21,Elizabeth Sanchez,14.4
2024-06-22,Kevin Wilson,7.0
2023-06-28,Matthew Hill,6.2
2023-05-19,Christopher Hill,15.7
2024-08-10,Christopher Thomas,10.9
2023-03-01,Laura Sanchez,2.4
2024-03-23,Mark Martinez,3.1
2024-04-05,Amy King,8.8
2024-07-12,Emily Martinez,4.0
2024-03-16,Jane Jones,5.6
2024-12-13,Christopher Lee,6.6
2023-12-08,Elizabeth Torres,9.5
2024-02-20,Lisa Clark,3.7
2024-08-11,David Robinson,11.2
2024-02-01,Stephanie Davis,1.1
2023-10-27,Mark Torres,19.9
2024-12-17,Daniel Davis,7.8
2023-03-13,Laura Robinson,4.3
2024-08-16,Ashley Garcia,10.7
2023-07-12,Mark Torres,17.2
2024-07-04,Chris Williams,2.5
2023-01-31,Mark Torres,19.4
2023-01-23,Kimberly White,3.9
2024-02-20,Joshua Harris,12.9
2024-07-08,John Lee,8.6
2024-05-18,Karen Smith,5.0
2023-07-12,Elizabeth Young,5.3
2023-12-26,Mike Thomas,6.0
2023-09-14,Mark Nguyen,10.0
2024-11-09,Michelle Hernandez,7.9
2024-11-16,Thomas Wilson,1.3
2023-01-20,Lisa Wilson,9.0
2024-06-03,Mark Martinez,3.8
2023-07-28,Michael Taylor,1.5
2024-07-27,Jennifer Robinson,2.1
2023-05-24,Elizabeth Taylor,2.5
2023-06-03,Jennifer Robinson,1.9
2024-07-11,Mike Sanchez,1.2
2024-08-21,John Brown,7.4
2023-07-06,Thomas Rodriguez,4.3
2024-10-10,Nancy Jackson,3.2
2023-10-18,William Sanchez,6.5
2023-09-04,Betty Martin,2.9
2023-09-18,Betty Miller,19.0
2023-02-21,William Lopez,12.0
2023-12-05,Ashley Miller,2.3
2024-09-17,Jane Lewis,6.6
2023-08-18,Kevin White,8.4
2024-09-01,Stephanie Hill,18.3
2023-05-01,Mike Williams,5.5
2023-07-04,Brian Hill,9.8
2023-06-26,David Hill,18.5
2023-01-26,Joseph Williams,3.7
2023-01-10,Thomas Hill,6.2
2023-06-01,David Robinson,12.0
2023-07-18,William Wright,3.8
2023-01-08,Mark Rodriguez,1.9
2023-09-06,Sarah Jackson,4.7
2024-02-08,Amanda Hill,0.7
2024-05-24,Joshua Harris,17.1
2023-05-30,Maria Williams,6.8
2024-09-01,Chris Ramirez,3.7
2024-06-03,Thomas Hill,5.7
2023-02-11,Jessica Taylor,4.1
2024-10-18,David Smith,4.3
2024-08-22,Mike Young,19.0
2024-04-17,Maria Sanchez,7.2
2023-07-15,Mark Martinez,4.0
2023-06-24,Christopher Johnson,0.8
2024-08-24,Lisa Martinez,7.9
2024-02-16,Christopher Lee,7.4
2023-12-25,Stephanie Thompson,3.3
2024-07-08,James Hill,1.4
2024-07-01,Linda Jones,11.1
2024-04-01,Laura Thomas,2.2
2024-02-12,Mark Anderson,7.5
2024-11-15,David Hill,15.1
2023-12-15,Betty Miller,17.4
2023-04-19,Jessica Thomas,5.1
2024-11-18,Kevin Taylor,10.0
2024-04-12,Kimberly Robinson,3.9
2024-11-08,William Wilson,3.3
2024-12-29,Karen Moore,1.8
2024-08-18,Joseph Hernandez,3.7
2024-03-17,David Smith,4.3
2023-09-27,Maria Sanchez,5.3
2024-03-20,Karen Torres,5.7
2023-09-06,Sarah King,1.6
2024-04-25,Elizabeth Torres,19.5
2024-12-30,Lisa Jones,17.5
2024-10-29,John Smith,5.9
2024-06-20,Elizabeth Young,5.4
2023-02-17,Mark Moore,1.7
2023-11-06,Jane Young,3.8
2024-05-31,Laura Young,0.7
2023-12-08,Chris White,8.1
2024-09-11,Christopher Lee,3.7
2023-02-10,Jane Young,1.9
2024-10-23,Betty Rodriguez,9.6
2024-01-01,Robert Young,1.7
2024-12-20,Paul Lopez,3.9
2023-09-08,Matthew Robinson,11.1
2024-11-16,William Sanchez,5.7
2024-04-20,Elizabeth Taylor,0.9
2024-09-01,Jennifer Garcia,2.8
2024-01-27,Daniel Young,10.7
2024-06-25,Brian Gonzalez,11.5
2024-08-16,Lisa Walker,10.7
2024-12-27,Robert White,5.0
2023-11-04,Karen Moore,0.7
2024-10-10,Elizabeth Torres,12.6
2024-09-11,Maria Williams,3.0
2023-05-03,Laura Lewis,6.7
2023-10-11,Mark Moore,2.9
2024-03-21,Mike Sanchez,2.4
2024-08-10,Laura Young,1.8
2024-04-11,Mark Nguyen,14.6
2023-12-07,Elizabeth Thomas,4.4
2024-03-16,Betty Robinson,8.7
2023-03-31,Emily Jones,6.1
2023-09-28,Charles Clark,3.0
2024-06-04,Chris White,14.0
2024-03-25,Mark Anderson,7.9
2023-10-23,Richard Wright,10.6
2024-01-06,Michael Thomas,14.1
2023-02-03,Mike Sanchez,3.0
2024-10-19,Joshua Nguyen,18.4
2023-03-27,Michelle Ramirez,2.0
2024-02-11,Amanda Allen,9.2
2024-02-18,Brian Gonzalez,11.2
2023-11-24,Kimberly Robinson,4.8
2023-11-12,Betty Robinson,6.2
2023-06-12,Mark Martinez,2.8
2023-10-23,Laura Lewis,3.8
2023-08-03,Lisa Walker,15.3
2023-04-13,Donna White,1.9
2023-05-01,Emily Martinez,5.0
2023-03-14,Ashley Walker,9.7
2024-03-30,Christopher Lopez,2.7
2023-09-20,Mark Lewis,19.5
2024-06-20,Matthew Rodriguez,1.9
2023-06-27,Mark Rodriguez,1.5
2023-07-07,Nancy Jackson,3.9
2023-04-10,Lisa Wilson,8.2
2023-04-05,Thomas Scott,2.4
2023-12-29,Elizabeth Thompson,2.7
2024-04-09,Betty Rodriguez,12.4
2023-04-07,Karen Smith,4.9
2024-05-25,Laura Lewis,5.1
2023-11-08,Lisa Jones,12.9
2023-09-09,Michael Taylor,3.7
2024-04-09,Mark Martinez,4.7
2024-10-15,Richard Smith,3.7
2024-02-26,Ashley Ramirez,2.3
2024-10-13,Michael Martinez,10.8
2023-12-17,Maria Jackson,1.2
2023-04-07,Mark Walker,16.3
2023-09-18,Lisa Clark,2.9
2024-06-06,Stephanie Davis,1.2
2023-10-04,Emily Jones,8.9
2023-09-08,John Johnson,5.5
2023-03-24,David Johnson,7.4
2024-07-17,Sarah Jackson,3.0
2023-08-27,Christopher Wilson,8.4
2023-09-12,Lisa Martinez,3.6
2024-12-24,Amanda Allen,6.4
2023-11-15,Chris Ramirez,1.7
2023-06-17,Michael Taylor,3.7
2024-05-25,Kimberly Robinson,3.4
2024-05-20,David Johnson,9.2
2024-10-30,Laura Brown,4.5
2024-06-25,David Thomas,17.9
2024-10-08,Maria Walker,2.7
2023-02-01,Emily Martinez,7.4
2024-12-10,Mike White,5.8
2023-11-24,Christopher Lee,6.9
2024-05-25,Amy King,9.6
2024-10-03,Betty Allen,0.6
2024-05-19,William Taylor,6.1
2023-08-26,Karen Moore,2.1
2023-08-09,Linda Rodriguez,9.0
2023-02-03,Jane Young,2.5
2024-06-11,John Lee,5.1
2023-07-26,Kevin White,11.5
2024-01-03,Laura Clark,9.0
2023-05-15,Michael Allen,1.2
2024-06-08,Joseph Williams,4.9
2023-09-01,Stephanie Davis,2.0
2023-11-06,Robert White,7.7
2023-06-22,Brian Perez,0.7
2024-06-23,William Taylor,5.7
2024-12-08,Mike King,2.0
2023-07-01,Matthew Young,2.7
2024-01-04,Matthew Hill,8.5
2023-10-29,Matthew Hill,8.4
2024-08-21,Donna Flores,0.8
2023-04-24,Lisa Martinez,4.4
2023-01-26,Emily Martinez,5.5
2023-03-19,David Thomas,14.8
2023-01-01,Brian Gonzalez,5.5
2024-11-04,Jane Jones,10.5
2024-09-16,Christopher Wilson,8.5
2024-04-04,Sarah Wright,7.1
2023-10-25,Joseph White,7.0
2024-05-14,Elizabeth Young,4.9
2024-03-19,James Nguyen,9.0
2024-07-07,Chris Flores,18.7
2024-02-27,Richard Ramirez,2.5
2024-09-09,James Nguyen,18.1
2024-08-21,Robert Thompson,5.6
2023-09-01,David Hill,19.3
2023-06-20,Joseph Williams,2.9
2024-07-18,William Wilson,2.0
2024-01-01,Linda Lopez,4.5
2023-04-24,Daniel Davis,9.2
2023-01-01,Elizabeth Thompson,1.6
2023-10-01,John Brown,11.3
2024-10-19,Amanda Allen,8.3
2023-01-17,Mark Nguyen,14.6
2023-06-20,Karen Davis,10.7
2024-08-22,Lisa Walker,19.2
2024-08-20,Betty Miller,12.2
2024-10-16,Thomas Hill,5.4
2023-10-10,Thomas Hill,4.3
2024-04-27,Joshua Nguyen,14.5
2023-03-25,Elizabeth Thompson,1.0
2024-10-01,Brian Perez,1.9
2023-03-14,Mark Martinez,2.0
2023-01-25,Matthew Rodriguez,2.7
2023-10-06,Joshua Nguyen,10.1
2023-02-09,Paul Taylor,18.4
2024-01-10,Richard Wright,13.7
2023-01-10,Elizabeth Taylor,2.3
2024-04-28,Christopher Johnson,1.6
2023-10-29,Karen Williams,4.2
2023-10-19,Laura Young,0.8
2023-01-02,Ashley Miller,2.0
2024-06-15,Michael Thomas,19.3
2023-11-17,Thomas Scott,0.9
2024-05-29,Betty Allen,1.5
2024-05-27,Stephanie Thompson,4.9
2023-09-22,Joseph Gonzalez,11.5
2024-07-18,Joshua Wilson,4.1
2024-04-22,Robert White,3.9
2024-06-15,Nancy Jackson,1.6
2024-02-06,Mark Nguyen,11.9
2023-10-21,Maria Jackson,0.7
2024-08-29,Michelle Hernandez,5.9
2023-01-29,Amanda Allen,10.7
2024-01-05,Mark Nguyen,15.9
2024-04-11,Sarah Sanchez,8.4
2024-09-10,Chris White,16.4
2023-10-16,Jane Jones,8.7
2024-06-02,Chris Ramirez,1.8
2024-09-02,Matthew Robinson,7.5
2024-12-09,Betty Rodriguez,12.6
2023-06-04,Linda Lopez,4.4
2024-12-20,Mark Martinez,4.2
2023-03-03,Thomas Wilson,1.4
2024-03-05,Jessica Wright,18.4
2023-11-21,Betty Allen,1.7
2023-11-21,Michael King,10.7
2023-02-20,Karen Young,6.3
2024-09-28,Mark Martinez,4.6
2023-12-07,Linda Lopez,2.0
2024-02-19,Mike King,1.4
2024-08-30,Chris Thompson,16.3
2024-11-26,Stephanie Scott,4.6
2023-01-08,Michael Thomas,9.2
2024-02-18,Mark Scott,1.7
2024-12-08,Christopher Jones,1.7
2024-12-13,William Torres,4.0
2023-02-27,Michelle Gonzalez,3.3
2023-09-14,Chris Thompson,11.2
2023-04-05,Mark Scott,2.0
2024-10-30,Betty Robinson,5.2
2024-12-29,Karen Sanchez,18.4
2023-06-27,Elizabeth Sanchez,15.3
2023-02-12,David Johnson,10.4
2024-10-31,Christopher Hill,18.3
2023-03-05,Jane Lewis,5.2
2024-04-15,Paul Smith,7.7
2023-02-07,John Moore,2.0
2023-03-25,Ashley Davis,10.9
2023-10-13,Kimberly White,3.1
2023-09-05,Amanda Robinson,8.0
2024-11-29,Elizabeth Nguyen,1.4
2023-01-02,Lisa Wilson,9.8
2023-08-01,Michelle Ramirez,3.4
2024-05-04,Matthew Hill,10.7
2024-07-06,Betty Martin,1.9
2024-08-15,Mark Torres,15.3
2023-06-05,Christopher Hill,12.1
2023-03-29,Charles Clark,3.6
2024-01-09,Betty Robinson,11.5
2023-03-29,Ashley Ramirez,1.0
2024-09-19,Paul Lopez,5.5
2024-01-24,David Robinson,9.1
2024-09-22,Chris Hernandez,2.4
2023-09-05,Elizabeth Nguyen,1.6
2024-02-17,Christopher Hill,12.1
2023-12-21,Michael Taylor,4.0
2023-03-19,Karen Young,4.1
2024-02-22,Joshua Harris,16.1
2023-07-24,Sarah Harris,4.4
2024-01-06,Elizabeth Gonzalez,4.7
2023-06-07,Mark Moore,0.7
2024-03-19,Charles Clark,5.9
2024-03-03,Lisa Wilson,11.0
2023-11-24,Michael King,11.9
2024-07-11,John Allen,6.9
2023-04-12,John Smith,7.6
2023-10-15,Laura Sanchez,1.6
2024-07-07,Nancy Harris,1.9
2024-01-16,Sarah Jackson,4.4
2023-01-03,Paul Taylor,18.9
2023-02-13,Mark Moore,2.9
2023-06-03,Elizabeth Nguyen,1.5
2024-04-22,Lisa Wilson,5.3
2023-01-25,Laura Johnson,1.1
2023-08-02,Karen Young,5.2
2023-10-12,Michael Jones,3.2
2024-06-01,Kimberly White,5.9
2023-04-05,Robert Ramirez,7.3
2024-08-17,Laura Lewis,4.6
2024-11-16,Kimberly Miller,3.5
2023-12-19,Amanda Robinson,3.9
2023-10-29,Lisa Martinez,3.6
2023-07-17,David Johnson,11.2
2023-10-24,Thomas Hill,3.1
2023-07-10,Karen Flores,2.7
2024-11-17,Elizabeth Nguyen,0.9
2023-04-11,Emily Perez,6.5
2023-03-29,William Sanchez,7.1
2024-11-10,Emily Jones,6.1
2023-09-15,Mark Scott,3.6
2023-02-09,Matthew Wright,8.8
2024-09-06,Thomas Rodriguez,5.2
2024-05-17,Emily Perez,5.1
2024-10-03,Richard Wright,12.1
2023-03-04,Robert Wilson,9.6
2023-12-14,Betty Allen,2.1
2023-12-09,William Taylor,9.3
2024-09-14,Christopher Hill,18.5
2024-10-05,Nancy Harris,2.2
2023-05-14,Elizabeth Wright,6.2
2024-06-17,Mike Sanchez,2.8
2024-08-10,Nancy Jackson,3.6
2023-03-21,Linda Jones,6.6
2023-05-26,William Sanchez,7.8
2024-09-10,Matthew Hill,8.7
2023-03-19,Elizabeth Young,4.6
2023-12-04,Mark Lewis,11.6
2024-01-24,Christopher Lee,4.9
2023-03-08,Richard Smith,4.6
2023-07-12,Matthew Rodriguez,1.5
2024-08-29,Joseph Williams,2.8
2024-08-13,Joseph Gonzalez,12.5
2024-01-18,Michael Allen,0.6
2024-02-11,Thomas Robinson,9.7
2024-03-10,Karen Sanchez,14.4
2024-02-08,Thomas Wilson,2.4
2023-09-24,Elizabeth Martin,3.0
2023-12-09,Michael Jones,5.0
2023-11-08,Joseph Gonzalez,9.5
2024-09-18,Jane Young,2.7
2024-10-27,Robert Young,3.1
2024-11-09,Betty Robinson,11.1
2023-10-30,Daniel Young,19.2
2024-11-25,Michael King,5.1
2024-09-15,Matthew Rodriguez,1.7
2023-10-23,David Johnson,9.4
2024-08-16,Joseph King,3.6
2023-06-13,Betty Rodriguez,16.8
2024-07-22,Elizabeth Torres,13.6
2023-07-09,William Torres,7.3
2023-03-24,Joshua Nguyen,12.4
2023-11-20,Amanda Allen,9.4
2024-04-27,Matthew Rodriguez,1.5
2023-01-12,Betty Lewis,5.1
2024-03-02,Jessica Thomas,7.6
2024-01-28,Christopher Hill,14.0
2023-01-17,William Lopez,16.4
2024-11-03,Mike Thomas,4.6
2023-02-02,William Smith,1.2
2023-09-20,Michael King,5.8
2023-09-20,Jessica Wright,8.1
2023-01-27,Robert Johnson,1.7
2024-08-16,Chris Hernandez,3.8
2023-08-04,Laura Robinson,2.4
2024-10-10,John Lee,6.2
2023-03-20,Nancy Wilson,6.2
2024-09-30,William Lewis,6.0
2024-06-08,Stephanie Scott,3.8
2023-09-23,Richard Ramirez,2.9
2023-09-29,Mark Walker,17.6
2024-05-04,Laura Thomas,2.7
2024-04-10,James Hill,2.7
2024-07-31,James Nguyen,9.7
2023-01-12,Brian Gonzalez,9.8
2023-01-19,Richard Wright,16.5
2023-01-01,Lisa Jones,15.5
2024-06-26,Chris Hernandez,3.6
2024-08-27,Sarah Sanchez,10.5
2024-01-03,Nancy Ramirez,16.4
2024-06-28,Thomas Scott,2.1
2023-02-26,Sarah King,0.7
2024-09-22,Robert Wilson,11.2
2024-04-04,John Lee,6.0
2023-07-13,Paul Lopez,7.5
2023-08-12,Robert Wilson,11.0
2024-08-08,Maria Sanchez,8.5
2023-01-11,Stephanie Garcia,3.4
2024-11-24,Karen Torres,3.9
2023-12-24,Michael Taylor,3.6
2023-03-22,Sarah King,0.7
2024-02-29,Matthew Wright,7.7
2023-03-07,Laura Robinson,2.4
2023-11-12,Michael King,11.2
2024-09-11,Elizabeth Martin,2.0
2023-05-16,Mark Scott,4.1
2023-01-31,Richard Wright,12.5
2024-07-06,Ashley Davis,5.4
2024-11-29,Stephanie Scott,5.8
2023-09-23,Thomas Robinson,5.2
2023-02-06,Michael Taylor,3.3
2023-06-16,Ashley Ramirez,2.9
2024-05-06,John Allen,3.1
2024-03-27,Joshua Nguyen,19.5
2023-06-05,Michael King,11.4
2023-06-10,Ashley Davis,6.0
2024-07-29,Sarah King,0.8
2023-08-26,Kimberly Robinson,4.2
2024-05-22,Chris White,18.7
2024-12-03,Ashley Miller,2.2
2024-07-21,Michelle Gonzalez,7.7
2023-02-02,Laura Young,2.1
2024-12-01,Paul Taylor,12.5
2023-04-27,Chris Thompson,18.5
2023-08-20,Mark Rodriguez,2.8
2023-12-20,Joshua Nguyen,12.6
2023-05-05,Karen Moore,1.4
2024-12-02,Karen Smith,4.7
2024-11-14,Joshua Harris,16.4
2023-11-18,Emily Perez,9.1
2023-01-28,Mark Lewis,11.4
2023-12-22,Elizabeth Thompson,0.8
2023-09-19,John Johnson,6.1
2024-08-01,Michael Jones,5.9
2024-01-14,Thomas Scott,3.0
2024-06-09,Brian Gonzalez,7.3
2024-10-12,Mark Anderson,5.0
2024-11-22,Mark Walker,15.5
2024-10-11,Kevin Wilson,9.6
2023-11-23,Thomas Hill,4.5
2023-11-12,Michelle Hernandez,7.5
2024-04-18,Mark Martinez,3.0
2023-04-17,Donna Torres,9.1
2023-12-14,Donna White,4.5
2023-09-09,Maria Jackson,1.4
2024-03-20,Chris Ramirez,1.6
2023-05-15,Robert Thompson,7.4
2024-10-19,Donna Flores,3.0
2024-06-04,Matthew Allen,9.8
2023-01-28,Matthew Hill,6.8
2023-10-19,Lisa Wilson,10.6
2024-05-19,Joshua Nguyen,16.4
2023-07-09,Christopher Jones,2.3
2023-02-26,Lisa Wilson,10.8
2023-03-31,Laura Lewis,4.2
2024-02-23,Joseph Lopez,14.1
2023-05-12,Elizabeth Wright,6.0
2023-12-23,Robert Ramirez,3.4
2024-08-28,Matthew Rodriguez,2.4
2023-09-09,Amy King,9.4
2024-02-03,Chris Thompson,15.7
2024-09-24,Karen Moore,1.8
2023-03-09,Christopher Thomas,5.0
2023-07-17,Thomas Wilson,2.8
2024-02-23,Kimberly Robinson,6.2
2023-05-26,Joseph Gonzalez,13.1
2023-05-09,Ashley Ramirez,1.5
2024-07-17,Kimberly Nguyen,0.9
2024-02-12,Elizabeth Taylor,2.9
2023-04-17,Christopher Lopez,1.6
2024-05-08,David Robinson,8.8
2024-01-20,Joseph King,3.8
2024-05-02,Jennifer Garcia,4.0
2023-10-15,Mike Thomas,4.1
2023-08-28,Karen Torres,7.1
2023-04-10,Maria Jackson,1.8
2024-05-20,Joseph White,9.7
2023-12-24,Betty Allen,2.4
2024-02-27,Thomas Wilson,1.5
2024-08-31,Emily Martinez,3.4
2023-07-12,Robert Wilson,6.8
2023-09-20,Donna Young,6.5
2024-08-31,Jennifer Garcia,3.4
2023-09-03,Daniel Young,19.5
2023-05-20,Linda Jones,7.5
2023-09-20,Mike Sanchez,1.5
2024-08-28,Joseph King,2.0
2024-02-03,Lisa Wilson,10.5
2023-06-02,Mike Young,16.7
2024-04-04,Laura Brown,2.9
2024-10-14,Joseph White,6.4
2023-02-11,Donna Flores,1.0
2023-11-07,John Lee,11.0
2024-03-05,Jane Jones,9.0
2024-01-25,Mike King,1.6
2024-08-27,Jessica Wright,17.1
2024-05-17,Michelle Hernandez,5.0
2023-07-27,Mike White,3.6
2024-09-08,David Hill,12.1
2023-05-03,Betty Smith,1.5
2023-07-17,Sarah Wright,7.5
2024-12-25,Elizabeth Young,3.7
2023-05-06,Charles Clark,7.2
2023-03-08,Laura Johnson,2.8
2024-10-29,Donna White,2.9
2024-08-07,Laura Clark,16.8
2023-11-10,Joseph Lopez,11.3
2024-11-22,Daniel Young,13.6
2023-09-08,Amanda Hill,1.1
2024-10-31,Nancy Harris,2.6
2023-12-29,Elizabeth Thomas,7.7
2024-05-08,Mark Lewis,19.0
2024-05-26,Ashley Miller,2.0
2024-04-07,Richard Ramirez,1.5
2024-11-07,Chris Gonzalez,19.6
2024-01-21,Richard Ramirez,3.2
2023-07-25,Chris Flores,13.7
2024-01-15,Matthew Hill,11.8
2023-07-03,Nancy Jackson,3.1
2024-04-05,Christopher Perez,12.0
2024-01-28,Donna Flores,2.2
2024-12-21,Kevin Taylor,9.4
2024-07-18,Christopher Lee,7.1
2024-09-14,Michael Martinez,5.4
